ID,SMILES_chiral,SMARTS,Proportion,Counts,MW,HBA,HBD,LOGP,TPSA,RB
COCONUT_fragments_990,CC(=O)N1CCCCC1,[#6]-[#6](=[#8])-[#7]1-[#6]-[#6]-[#6]-[#6]-[#6]-1,0.04,263.0,127.099714036,1,0,1.0188,20.31,0
COCONUT_fragments_1000,COC(=O)c1ccccc1,[#6]-[#8]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.04,260.0,136.052429496,2,0,1.4732,26.3,1
COCONUT_fragments_1003,C1C[C@H]2OCC[C@H]2O1,[#6]1-[#6]-[#6@H]2-[#8]-[#6]-[#6]-[#6@H]-2-[#8]-1,0.04,260.0,114.06807956,2,0,0.5642,18.46,0
COCONUT_fragments_1006,CC(C)CCC=O,[#6]-[#6](-[#6])-[#6]-[#6]-[#6]=[#8],0.04,259.0,100.088815004,1,0,1.6215,17.07,3
COCONUT_fragments_1008,NC(C=O)c1ccccc1,[#7]-[#6](-[#6]=[#8])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.04,258.0,135.068413908,2,1,0.8853000000000001,43.09,2
COCONUT_fragments_1013,CC(=O)O[C@@H]1CCO[C@H](C)C1,[#6]-[#6](=[#8])-[#8]-[#6@@H]1-[#6]-[#6]-[#8]-[#6@H](-[#6])-[#6]-1,0.04,257.0,158.094294308,3,0,1.117,35.53,1
COCONUT_fragments_1015,O[C@H]1CC2CO[C@@H](C1)O2,[#8]-[#6@H]1-[#6]-[#6]2-[#6]-[#8]-[#6@@H](-[#6]-1)-[#8]-2,0.04,256.0,130.06299418,3,1,-0.1173999999999999,38.69,0
COCONUT_fragments_1018,C1CC2(CCN1)OCCO2,[#6]1-[#6]-[#6]2(-[#6]-[#6]-[#7]-1)-[#8]-[#6]-[#6]-[#8]-2,0.04,255.0,143.094628656,3,1,0.1128999999999998,30.49,0
COCONUT_fragments_1019,COc1cccc(OC)c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:1,0.04,255.0,138.06807956,2,0,1.7038,18.46,2
COCONUT_fragments_1028,COc1ccc2[nH]cc(CCN)c2c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]2:[#7H]:[#6]:[#6](-[#6]-[#6]-[#7]):[#6]:2:[#6]:1,0.04,252.0,190.110613068,2,2,1.6777,51.04,3
COCONUT_fragments_1030,CC(=O)Oc1ccccc1,[#6]-[#6](=[#8])-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.04,252.0,136.052429496,2,0,1.6119,26.3,1
COCONUT_fragments_1042,Nc1ccc(Cl)cc1,[#7]-[#6]1:[#6]:[#6]:[#6](-[#17]):[#6]:[#6]:1,0.04,248.0,127.018876872,1,1,1.9222,26.02,0
COCONUT_fragments_1048,C[C@@H]1OCCC[C@H]1O,[#6]-[#6@@H]1-[#8]-[#6]-[#6]-[#6]-[#6@H]-1-[#8],0.04,247.0,116.083729624,2,1,0.5462,29.46,0
COCONUT_fragments_1049,O=Cc1cnccn1,[#8]=[#6]-[#6]1:[#6]:[#7]:[#6]:[#6]:[#7]:1,0.04,247.0,108.032362748,3,0,0.2890999999999999,42.85,1
COCONUT_fragments_1053,c1ccc2c3c([nH]c2c1)CNCC3,[#6]1:[#6]:[#6]:[#6]2:[#6]3:[#6](:[#7H]:[#6]:2:[#6]:1)-[#6]-[#7]-[#6]-[#6]-3,0.04,245.0,172.100048384,1,2,1.8136,27.82,0
COCONUT_fragments_1055,O=Cc1ccncc1,[#8]=[#6]-[#6]1:[#6]:[#6]:[#7]:[#6]:[#6]:1,0.04,244.0,107.03711378,2,0,0.8940999999999999,29.96,1
COCONUT_fragments_1063,Cc1ccccc1O,[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8],0.04,240.0,108.057514876,1,1,1.70062,20.23,0
COCONUT_fragments_1067,COc1cc(C)cc(OC)c1O,[#6]-[#8]-[#6]1:[#6]:[#6](-[#6]):[#6]:[#6](-[#8]-[#6]):[#6]:1-[#8],0.04,239.0,168.078644244,3,1,1.7178199999999997,38.69,2
COCONUT_fragments_1069,CC(=O)OC[C@@H]1CCCCO1,[#6]-[#6](=[#8])-[#8]-[#6]-[#6@@H]1-[#6]-[#6]-[#6]-[#6]-[#8]-1,0.04,238.0,158.094294308,3,0,1.1185999999999998,35.53,2
COCONUT_fragments_1072,C[C@H]1C[C@@H]2CC[N@@]1CC2C=O,[#6]-[#6@H]1-[#6]-[#6@@H]2-[#6]-[#6]-[#7@@]-1-[#6]-[#6]-2-[#6]=[#8],0.04,238.0,153.1153641,2,0,0.9156,20.31,1
COCONUT_fragments_1073,c1ccc(N2CCNCC2)cc1,[#6]1:[#6]:[#6]:[#6](-[#7]2-[#6]-[#6]-[#7]-[#6]-[#6]-2):[#6]:[#6]:1,0.04,238.0,162.115698448,2,1,1.0961999999999998,15.27,1
COCONUT_fragments_1074,COc1ccccc1CN,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#6]-[#7],0.04,236.0,137.084063972,2,1,1.1539,35.25,2
COCONUT_fragments_1078,CC(=O)O[C@@H]1CC[C@@H](C)OC1,[#6]-[#6](=[#8])-[#8]-[#6@@H]1-[#6]-[#6]-[#6@@H](-[#6])-[#8]-[#6]-1,0.03,235.0,158.094294308,3,0,1.117,35.53,1
COCONUT_fragments_1083,O=CNC1CCCCC1,[#8]=[#6]-[#7]-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]-1,0.03,234.0,127.099714036,1,1,1.0650999999999995,29.1,2
COCONUT_fragments_1086,COc1cccc(OC)c1OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:1-[#8]-[#6],0.03,233.0,168.078644244,3,0,1.7124,27.69,3
COCONUT_fragments_1088,CC=C(C=O)CO,[#6]-[#6]=[#6](-[#6]=[#8])-[#6]-[#8],0.03,233.0,100.052429496,2,1,0.1239,37.3,2
COCONUT_fragments_1089,C[C@H]1C[C@H]2CC[N@]1CC2C=O,[#6]-[#6@H]1-[#6]-[#6@H]2-[#6]-[#6]-[#7@]-1-[#6]-[#6]-2-[#6]=[#8],0.03,233.0,153.1153641,2,0,0.9156,20.31,1
COCONUT_fragments_1092,CSc1cccc(N)c1,[#6]-[#16]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#7]):[#6]:1,0.03,230.0,139.045570288,2,1,1.9907,26.02,1
COCONUT_fragments_1097,CCC(C)CC=O,[#6]-[#6]-[#6](-[#6])-[#6]-[#6]=[#8],0.03,230.0,100.088815004,1,0,1.6215,17.07,3
COCONUT_fragments_1099,O=C(O)C1CCCN1,[#8]=[#6](-[#8])-[#6]1-[#6]-[#6]-[#6]-[#7]-1,0.03,229.0,115.063328528,2,2,-0.177,49.33,1
COCONUT_fragments_1102,O=Cc1cc2c(cn1)[nH]c1ccccc12,[#8]=[#6]-[#6]1:[#6]:[#6]2:[#6](:[#6]:[#7]:1):[#7H]:[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:2:1,0.03,228.0,196.063662876,2,1,2.528600000000001,45.75,1
COCONUT_fragments_1105,CC(=O)O[C@H]1CCCO[C@@H]1C,[#6]-[#6](=[#8])-[#8]-[#6@H]1-[#6]-[#6]-[#6]-[#8]-[#6@@H]-1-[#6],0.03,227.0,158.094294308,3,0,1.117,35.53,1
COCONUT_fragments_1106,O=Cc1ccc2c(c1)OCO2,[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6]-[#8]-2,0.03,227.0,150.031694052,3,0,1.2278,35.53,1
COCONUT_fragments_1112,c1ccc2c(c1)CCNC2,[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#6]-[#6]-[#7]-[#6]-2,0.03,226.0,133.089149352,1,1,1.3323,12.03,0
COCONUT_fragments_1114,O=[SH](=O)c1cccs1,[#8]=[#16H](=[#8])-[#6]1:[#6]:[#6]:[#6]:[#16]:1,0.03,224.0,147.965271368,3,1,0.7184000000000001,34.14,1
COCONUT_fragments_1120,c1cncc([C@@H]2CCCCN2)c1,[#6]1:[#6]:[#7]:[#6]:[#6](-[#6@@H]2-[#6]-[#6]-[#6]-[#6]-[#7]-2):[#6]:1,0.03,223.0,162.115698448,2,1,1.8962,24.92,1
COCONUT_fragments_1123,CC(=O)N1CCNCC1,[#6]-[#6](=[#8])-[#7]1-[#6]-[#6]-[#7]-[#6]-[#6]-1,0.03,223.0,128.094963004,2,1,-0.5619000000000001,32.34,0
COCONUT_fragments_1127,Nc1cccc(Cl)c1,[#7]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#17]):[#6]:1,0.03,221.0,127.018876872,1,1,1.9222,26.02,0
COCONUT_fragments_1135,CN(C)c1ccccc1,[#6]-[#7](-[#6])-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.03,219.0,121.089149352,1,0,1.7526,3.24,1
COCONUT_fragments_1138,c1ccc(N2CCNCC2)nc1,[#6]1:[#6]:[#6]:[#6](-[#7]2-[#6]-[#6]-[#7]-[#6]-[#6]-2):[#7]:[#6]:1,0.03,217.0,163.110947416,3,1,0.4911999999999997,28.16,1
COCONUT_fragments_1140,Cc1cccc(N)c1,[#6]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#7]):[#6]:1,0.03,217.0,107.073499288,1,1,1.5772199999999998,26.02,0
COCONUT_fragments_1153,N=c1[nH]ccs1,[#7]=[#6]1:[#7H]:[#6]:[#6]:[#16]:1,0.03,213.0,100.009519128,2,2,0.5556700000000001,39.64,0
COCONUT_fragments_1155,C[C@H]1C[C@@H](O)[C@H](O)CO1,[#6]-[#6@H]1-[#6]-[#6@@H](-[#8])-[#6@H](-[#8])-[#6]-[#8]-1,0.03,212.0,132.078644244,3,2,-0.4830000000000001,49.69,0
COCONUT_fragments_1156,C[C@H]1C[C@@H](O)CCO1,[#6]-[#6@H]1-[#6]-[#6@@H](-[#8])-[#6]-[#6]-[#8]-1,0.03,211.0,116.083729624,2,1,0.5462,29.46,0
COCONUT_fragments_1160,O=c1[nH]cnc2ccccc12,[#8]=[#6]1:[#7H]:[#6]:[#7]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.03,211.0,146.048012812,2,1,0.9231,45.75,0
COCONUT_fragments_1170,CCCC(N)C=O,[#6]-[#6]-[#6]-[#6](-[#7])-[#6]=[#8],0.03,209.0,101.084063972,2,1,0.3127000000000001,43.09,3
COCONUT_fragments_1173,Cc1cn(C)c2ccccc12,[#6]-[#6]1:[#6]:[#7](-[#6]):[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.03,208.0,145.089149352,1,0,2.48672,4.93,0
COCONUT_fragments_1176,CCc1c[nH]c2ccccc12,[#6]-[#6]-[#6]1:[#6]:[#7H]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:1:2,0.03,208.0,145.089149352,0,1,2.7303000000000006,15.79,1
COCONUT_fragments_1178,NCc1ccc2c(c1)OCO2,[#7]-[#6]-[#6]1:[#6]:[#6]:[#6]2:[#6](:[#6]:1)-[#8]-[#6]-[#8]-2,0.03,207.0,151.063328528,3,1,0.874,44.48,1
COCONUT_fragments_1185,NC[C@H]1OCC[C@@H]1O,[#7]-[#6]-[#6@H]1-[#8]-[#6]-[#6]-[#6@@H]-1-[#8],0.03,205.0,117.078978592,3,2,-0.9051000000000003,55.48,1
COCONUT_fragments_1195,Cc1c(O)ccc2ccc(=O)oc12,[#6]-[#6]1:[#6](-[#8]):[#6]:[#6]:[#6]2:[#6]:[#6]:[#6](=[#8]):[#8]:[#6]:1:2,0.03,204.0,176.047344116,3,1,1.80702,50.44,0
COCONUT_fragments_1198,NC(=O)C1CCNCC1,[#7]-[#6](=[#8])-[#6]1-[#6]-[#6]-[#7]-[#6]-[#6]-1,0.03,203.0,128.094963004,2,2,-0.5287000000000004,55.120000000000005,1
COCONUT_fragments_1201,Nc1cccc(C=O)c1,[#7]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#6]=[#8]):[#6]:1,0.03,203.0,121.052763844,2,1,1.0813,43.09,1
COCONUT_fragments_1203,COc1ccccc1N1CCNCC1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#7]1-[#6]-[#6]-[#7]-[#6]-[#6]-1,0.03,202.0,192.126263132,3,1,1.1047999999999998,24.5,2
COCONUT_fragments_1204,CC=Cc1ccccc1,[#6]-[#6]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.03,202.0,118.07825032,0,0,2.7197000000000005,0.0,1
COCONUT_fragments_1212,COc1ccc(C)c(OC)c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6](-[#8]-[#6]):[#6]:1,0.03,201.0,152.083729624,2,0,2.01222,18.46,2
COCONUT_fragments_1216,CCN1CCNCC1,[#6]-[#6]-[#7]1-[#6]-[#6]-[#7]-[#6]-[#6]-1,0.03,201.0,114.115698448,2,1,-0.0885,15.27,1
COCONUT_fragments_1217,COc1cc(C=O)ccc1O,[#6]-[#8]-[#6]1:[#6]:[#6](-[#6]=[#8]):[#6]:[#6]:[#6]:1-[#8],0.03,201.0,152.047344116,3,1,1.2132999999999998,46.53,2
COCONUT_fragments_1224,CC[C@H](C)C(C)C,[#6]-[#6]-[#6@H](-[#6])-[#6](-[#6])-[#6],0.03,199.0,100.125200512,0,0,2.688500000000001,0.0,2
COCONUT_fragments_1232,C[C@H]1OCC[C@@H](O)[C@H]1O,[#6]-[#6@H]1-[#8]-[#6]-[#6]-[#6@@H](-[#8])-[#6@H]-1-[#8],0.03,197.0,132.078644244,3,2,-0.483,49.69,0
COCONUT_fragments_1241,Cc1ccc(N(C)C)cc1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#7](-[#6])-[#6]):[#6]:[#6]:1,0.03,196.0,135.104799416,1,0,2.06102,3.24,1
COCONUT_fragments_1247,CCCc1ccccc1,[#6]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.03,195.0,120.093900384,0,0,2.639100000000001,0.0,2
COCONUT_fragments_1254,CN(C)c1ccc(C=O)cc1,[#6]-[#7](-[#6])-[#6]1:[#6]:[#6]:[#6](-[#6]=[#8]):[#6]:[#6]:1,0.03,192.0,149.084063972,2,0,1.5651,20.31,2
COCONUT_fragments_1264,COc1ccc([SH](=O)=O)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#16H](=[#8])=[#8]):[#6]:[#6]:1,0.03,189.0,172.019415116,3,1,0.6655,43.370000000000005,2
COCONUT_fragments_1267,COc1ccc(CC=O)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]-[#6]=[#8]):[#6]:[#6]:1,0.03,188.0,150.06807956,2,0,1.4366,26.3,3
COCONUT_fragments_1276,CC(C=O)CC=O,[#6]-[#6](-[#6]=[#8])-[#6]-[#6]=[#8],0.03,186.0,100.052429496,2,0,0.4104,34.14,3
COCONUT_fragments_1285,C[C@@H]1OC[C@@H](O)C[C@H]1O,[#6]-[#6@@H]1-[#8]-[#6]-[#6@@H](-[#8])-[#6]-[#6@H]-1-[#8],0.03,184.0,132.078644244,3,2,-0.483,49.69,0
COCONUT_fragments_1291,C[C@H]1C[C@@H]2CCN1CC2C=O,[#6]-[#6@H]1-[#6]-[#6@@H]2-[#6]-[#6]-[#7]-1-[#6]-[#6]-2-[#6]=[#8],0.03,184.0,153.1153641,2,0,0.9156,20.31,1
COCONUT_fragments_1294,O=Cc1ccccc1O,[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#8],0.03,184.0,122.036779432,2,1,1.2047,37.3,1
COCONUT_fragments_1295,CO[C@H]1CCO[C@H](C)C1,[#6]-[#8]-[#6@H]1-[#6]-[#6]-[#8]-[#6@H](-[#6])-[#6]-1,0.03,184.0,130.099379688,2,0,1.2003,18.46,1
COCONUT_fragments_1302,Cc1cc(O)cc(O)c1C=O,[#6]-[#6]1:[#6]:[#6](-[#8]):[#6]:[#6](-[#8]):[#6]:1-[#6]=[#8],0.03,182.0,152.047344116,3,2,1.2187199999999998,57.53,1
COCONUT_fragments_1303,COc1ccc(OC)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]:1,0.03,182.0,138.06807956,2,0,1.7038,18.46,2
COCONUT_fragments_1304,O=CN1CCOCC1,[#8]=[#6]-[#7]1-[#6]-[#6]-[#8]-[#6]-[#6]-1,0.03,182.0,115.063328528,2,0,-0.5250000000000001,29.540000000000003,1
COCONUT_fragments_1307,CCN1CCOCC1,[#6]-[#6]-[#7]1-[#6]-[#6]-[#8]-[#6]-[#6]-1,0.03,182.0,115.099714036,2,0,0.3385,12.47,1
COCONUT_fragments_1314,Cc1oc2ccccc2c1C=O,[#6]-[#6]1:[#8]:[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2:[#6]:1-[#6]=[#8],0.03,180.0,160.052429496,2,0,2.55372,30.21,1
COCONUT_fragments_1316,NCCN1CCOCC1,[#7]-[#6]-[#6]-[#7]1-[#6]-[#6]-[#8]-[#6]-[#6]-1,0.03,180.0,130.110613068,3,1,-0.7227000000000003,38.49,2
COCONUT_fragments_1323,OCC1c2ccccc2-c2ccccc21,[#8]-[#6]-[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1,0.03,179.0,196.088815004,1,1,2.791200000000001,20.23,1
COCONUT_fragments_1329,O=c1ccc2cc3ccoc3cc2o1,[#8]=[#6]1:[#6]:[#6]:[#6]2:[#6]:[#6]3:[#6]:[#6]:[#8]:[#6]:3:[#6]:[#6]:2:[#8]:1,0.03,178.0,186.031694052,3,0,2.539200000000001,43.35,0
COCONUT_fragments_1332,c1c[nH]c(C2COCCN2)n1,[#6]1:[#6]:[#7H]:[#6](-[#6]2-[#6]-[#8]-[#6]-[#6]-[#7]-2):[#7]:1,0.03,177.0,153.090211972,3,2,0.0705999999999998,49.94,1
COCONUT_fragments_1333,C[C@H]1OC[C@H](O)C[C@H]1O,[#6]-[#6@H]1-[#8]-[#6]-[#6@H](-[#8])-[#6]-[#6@H]-1-[#8],0.03,177.0,132.078644244,3,2,-0.483,49.69,0
COCONUT_fragments_1334,O=COCC1c2ccccc2-c2ccccc21,[#8]=[#6]-[#8]-[#6]-[#6]1-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1,0.03,177.0,224.083729624,2,0,2.971900000000001,26.3,3
COCONUT_fragments_1340,CCCOC(C)=O,[#6]-[#6]-[#6]-[#8]-[#6](-[#6])=[#8],0.03,175.0,102.06807956,2,0,0.9595,26.3,2
COCONUT_fragments_1341,CC[C@H]1CNCC[C@H]1CC(=O)O,[#6]-[#6]-[#6@H]1-[#6]-[#7]-[#6]-[#6]-[#6@H]-1-[#6]-[#6](=[#8])-[#8],0.03,175.0,171.125928784,2,2,1.0967999999999998,49.33,3
COCONUT_fragments_1342,CC(=O)c1ccc(N)cc1,[#6]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#7]):[#6]:[#6]:1,0.03,175.0,135.068413908,2,1,1.4714,43.09,1
COCONUT_fragments_1349,C[C@@H]1C[C@@H](O)CCO1,[#6]-[#6@@H]1-[#6]-[#6@@H](-[#8])-[#6]-[#6]-[#8]-1,0.03,172.0,116.083729624,2,1,0.5462,29.46,0
COCONUT_fragments_1350,CC(=O)NCC=O,[#6]-[#6](=[#8])-[#7]-[#6]-[#6]=[#8],0.03,172.0,101.047678464,2,1,-0.6786000000000001,46.17,2
COCONUT_fragments_1352,O=C1OCc2ccccc21,[#8]=[#6]1-[#8]-[#6]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1,0.03,171.0,134.036779432,2,0,1.357,26.3,0
COCONUT_fragments_1353,Cc1cccc2ccc(=O)oc12,[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]2:[#6]:[#6]:[#6](=[#8]):[#8]:[#6]:1:2,0.03,171.0,160.052429496,2,0,2.10142,30.21,0
COCONUT_fragments_1358,CC1OCCC(O)C1O,[#6]-[#6]1-[#8]-[#6]-[#6]-[#6](-[#8])-[#6]-1-[#8],0.03,171.0,132.078644244,3,2,-0.483,49.69,0
COCONUT_fragments_1359,O=C1Nc2ccccc2O[C@@H]2CNC1C2,[#8]=[#6]1-[#7]-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-[#8]-[#6@@H]2-[#6]-[#7]-[#6]-1-[#6]-2,0.03,171.0,204.089877624,3,2,0.748,50.36,0
COCONUT_fragments_1360,C[C@H]1C[C@H]2CCN1CC2C=O,[#6]-[#6@H]1-[#6]-[#6@H]2-[#6]-[#6]-[#7]-1-[#6]-[#6]-2-[#6]=[#8],0.03,171.0,153.1153641,2,0,0.9156,20.31,1
COCONUT_fragments_1362,C[C@H]1CCC[C@@H](N)[C@H]1C,[#6]-[#6@H]1-[#6]-[#6]-[#6]-[#6@@H](-[#7])-[#6@H]-1-[#6],0.03,170.0,127.136099544,1,1,1.7698,26.02,0
COCONUT_fragments_1366,c1cncc([C@H]2CCCCN2)c1,[#6]1:[#6]:[#7]:[#6]:[#6](-[#6@H]2-[#6]-[#6]-[#6]-[#6]-[#7]-2):[#6]:1,0.03,170.0,162.115698448,2,1,1.8962,24.92,1
COCONUT_fragments_1373,COc1ccccc1N,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#7],0.03,170.0,123.068413908,2,1,1.2774,35.25,1
COCONUT_fragments_1374,Cc1cc(=O)c(O)co1,[#6]-[#6]1:[#6]:[#6](=[#8]):[#6](-[#8]):[#6]:[#8]:1,0.03,169.0,126.031694052,3,1,0.6538199999999998,50.44,0
COCONUT_fragments_1383,Cc1cc(=O)c2ccc(O)cc2o1,[#6]-[#6]1:[#6]:[#6](=[#8]):[#6]2:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:2:[#8]:1,0.02,168.0,176.047344116,3,1,1.80702,50.44,0
COCONUT_fragments_1387,COC(=O)c1ccc(C)cc1,[#6]-[#8]-[#6](=[#8])-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1,0.02,167.0,150.06807956,2,0,1.78162,26.3,1
COCONUT_fragments_1390,C[C@H]1CCC[C@@H](N)[C@@H]1C,[#6]-[#6@H]1-[#6]-[#6]-[#6]-[#6@@H](-[#7])-[#6@@H]-1-[#6],0.02,166.0,127.136099544,1,1,1.7698,26.02,0
COCONUT_fragments_1395,COc1cccc(C)c1OC,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#6]):[#6]:1-[#8]-[#6],0.02,165.0,152.083729624,2,0,2.01222,18.46,2
COCONUT_fragments_1398,NCCc1ccc(O)cc1,[#7]-[#6]-[#6]-[#6]1:[#6]:[#6]:[#6](-[#8]):[#6]:[#6]:1,0.02,164.0,137.084063972,2,2,0.8934,46.25,2
COCONUT_fragments_1405,O=C/C=C\c1ccccc1,[#8]=[#6]/[#6]=[#6]\[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1,0.02,163.0,132.057514876,1,0,1.8987,17.07,2
COCONUT_fragments_1407,O=C1NC(=O)c2ccccc21,[#8]=[#6]1-[#7]-[#6](=[#8])-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1,0.02,163.0,147.0320284,2,1,0.5702,46.17,0
COCONUT_fragments_1409,COc1ccc(C(C)=O)cc1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6](-[#6])=[#8]):[#6]:[#6]:1,0.02,163.0,150.06807956,2,0,1.8978,26.3,2
COCONUT_fragments_1412,Cc1ccc(N)cc1Cl,[#6]-[#6]1:[#6]:[#6]:[#6](-[#7]):[#6]:[#6]:1-[#17],0.02,163.0,141.034526936,1,1,2.23062,26.02,0
COCONUT_fragments_1415,C[C@H]1CN2CC[C@H]1C[C@@H]2CN,[#6]-[#6@H]1-[#6]-[#7]2-[#6]-[#6]-[#6@H]-1-[#6]-[#6@@H]-2-[#6]-[#7],0.02,162.0,154.146998576,2,1,0.6754000000000001,29.26,1
COCONUT_fragments_1423,O=C1NC2c3ccccc3C(=O)N2c2ccccc21,[#8]=[#6]1-[#7]-[#6]2-[#6]3:[#6]:[#6]:[#6]:[#6]:[#6]:3-[#6](=[#8])-[#7]-2-[#6]2:[#6]:[#6]:[#6]:[#6]:[#6]:2-1,0.02,161.0,250.07422756,2,1,2.089,49.41,0
COCONUT_fragments_1424,NC1CCCNC1=O,[#7]-[#6]1-[#6]-[#6]-[#6]-[#7]-[#6]-1=[#8],0.02,161.0,114.07931294,2,2,-0.7763000000000002,55.12,0
COCONUT_fragments_1436,c1ccc2scnc2c1,[#6]1:[#6]:[#6]:[#6]2:[#16]:[#6]:[#7]:[#6]:2:[#6]:1,0.02,158.0,135.01427016,2,0,2.2963,12.89,0
COCONUT_fragments_1438,O[C@@H]1CCCOC1,[#8]-[#6@@H]1-[#6]-[#6]-[#6]-[#8]-[#6]-1,0.02,157.0,102.06807956,2,1,0.1576999999999999,29.46,0
COCONUT_fragments_1441,C[C@H]1CC[C@H](O)CO1,[#6]-[#6@H]1-[#6]-[#6]-[#6@H](-[#8])-[#6]-[#8]-1,0.02,157.0,116.083729624,2,1,0.5462,29.46,0
COCONUT_fragments_1442,COc1cccc(O)c1,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6]:[#6](-[#8]):[#6]:1,0.02,157.0,124.052429496,2,1,1.4007999999999998,29.46,1
COCONUT_fragments_1443,N#Cc1ccc(C=O)cc1,[#7]#[#6]-[#6]1:[#6]:[#6]:[#6](-[#6]=[#8]):[#6]:[#6]:1,0.02,157.0,131.03711378,2,0,1.37078,40.86,1
COCONUT_fragments_1446,O=Cc1ccccc1Cl,[#8]=[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#6]:1-[#17],0.02,157.0,140.00289246,1,0,2.1525,17.07,1
COCONUT_fragments_1449,C[C@H]1CC[C@@H](O)CO1,[#6]-[#6@H]1-[#6]-[#6]-[#6@@H](-[#8])-[#6]-[#8]-1,0.02,156.0,116.083729624,2,1,0.5462,29.46,0
COCONUT_fragments_1458,Cc1ccc([N+](=O)[O-])cc1,[#6]-[#6]1:[#6]:[#6]:[#6](-[#7+](=[#8])-[#8-]):[#6]:[#6]:1,0.02,155.0,137.047678464,2,0,1.90322,43.14,1
COCONUT_fragments_1460,C[C@H]1[C@H](C)CCC[C@H]1N,[#6]-[#6@H]1-[#6@H](-[#6])-[#6]-[#6]-[#6]-[#6@H]-1-[#7],0.02,155.0,127.136099544,1,1,1.7698,26.02,0
COCONUT_fragments_1463,NCc1ccccn1,[#7]-[#6]-[#6]1:[#6]:[#6]:[#6]:[#6]:[#7]:1,0.02,154.0,108.068748256,2,1,0.5403000000000001,38.91,1
COCONUT_fragments_1471,COc1ccc(C)cc1O,[#6]-[#8]-[#6]1:[#6]:[#6]:[#6](-[#6]):[#6]:[#6]:1-[#8],0.02,153.0,138.06807956,2,1,1.70922,29.46,1
COCONUT_fragments_1475,CCOC(=O)CC,[#6]-[#6]-[#8]-[#6](=[#8])-[#6]-[#6],0.02,152.0,102.06807956,2,0,0.9595,26.3,2
COCONUT_fragments_1479,Nc1cccc2[nH]ccc12,[#7]-[#6]1:[#6]:[#6]:[#6]:[#6]2:[#7H]:[#6]:[#6]:[#6]:1:2,0.02,151.0,132.068748256,1,2,1.7501,41.81,0
